"campaignid","sample","latitude","longitude","date_time","site","location","status","depth","successful_habitat_forward","observer_habitat_forward"
"2020-06_south-west_stereo-BRUVs","30",-34.112094,114.85946,"2020-06-03T10:37:00+08:00","c6","South-west","No-take",42.9,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","31",-34.116007,114.860738,"2020-06-03T10:42:00+08:00","c6","South-west","No-take",44.4,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","32",-34.130076,114.86109,"2020-06-03T10:49:00+08:00","c5","South-west","No-take",43.2,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","33",-34.133067,114.8627,"2020-06-03T10:54:00+08:00","c5","South-west","No-take",43.6,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","34",-34.131334,114.866053,"2020-06-03T12:18:00+08:00","c5","South-west","No-take",42.7,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","35",-34.134801,114.869348,"2020-06-03T12:23:00+08:00","c5","South-west","No-take",43.8,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","36",-34.130484,114.878263,"2020-06-03T12:29:00+08:00","c4","South-west","No-take",42.2,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","37",-34.126354,114.878937,"2020-06-03T12:34:00+08:00","c4","South-west","No-take",41.2,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","38",-34.127912,114.883938,"2020-06-03T12:39:00+08:00","c4","South-west","No-take",41.8,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","39",-34.132294,114.884797,"2020-06-03T12:42:00+08:00","c4","South-west","No-take",42.2,"Yes","Claude Spencer"
"2020-06_south-west_stereo-BRUVs","40",-34.133669,114.880443,"2020-06-03T12:46:00+08:00","c4","South-west","No-take",41.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH10",-33.98618897,114.8863721,"2020-10-13T12:32:00+08:00","C.FH.24","South-west","Fished",42.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH102",-33.68868897,114.9288721,"2020-10-17T06:42:00+08:00","C.FH.3","South-west","No-take",44.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH106",-33.78868897,114.8163721,"2020-10-12T13:16:00+08:00","C.FH.12","South-west","Fished",47.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH108",-33.76118897,114.9238721,"2020-10-17T09:32:00+08:00","C.FH.9","South-west","Fished",44.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH109",-33.91618897,114.9088721,"2020-10-29T13:04:00+08:00","C.FH.20","South-west","Fished",45.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH11",-33.89868897,114.9388721,"2020-10-29T14:48:00+08:00","C.FH.18","South-west","Fished",42.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH110",-33.80868897,114.8213721,"2020-10-12T15:06:00+08:00","C.FH.13","South-west","Fished",44.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH111",-33.98618897,114.8788721,"2020-10-13T12:28:00+08:00","C.FH.24","South-west","Fished",41.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH113",-33.72368897,114.7963721,"2020-10-12T12:41:00+08:00","C.FH.7","South-west","Fished",45,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH12",-33.91868897,114.8963721,"2020-10-29T12:46:00+08:00","C.FH.21","South-west","Fished",46.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH14",-33.76618897,114.8713721,"2020-10-17T11:24:00+08:00","C.FH.10","South-west","Fished",44.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH15",-33.68868897,114.8063721,"2020-10-12T10:29:00+08:00","C.FH.4","South-west","Fished",48,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH16",-33.90118897,114.8563721,"2020-10-13T08:02:00+08:00","C.FH.19","South-west","Fished",43.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH17",-33.83368897,114.8763721,"2020-10-12T15:35:00+08:00","C.FH.14","South-west","Fished",42.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH18",-33.79118897,114.8213721,"2020-10-12T13:19:00+08:00","C.FH.12","South-west","Fished",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH2",-33.91868897,114.8913721,"2020-10-29T12:43:00+08:00","C.FH.21","South-west","Fished",43.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH20",-33.78618897,114.8738721,"2020-10-17T11:40:00+08:00","C.FH.11","South-west","Fished",43.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH21",-33.79368897,114.8088721,"2020-10-12T13:26:00+08:00","C.FH.12","South-west","Fished",45,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH23",-33.94618897,114.8288721,"2020-10-13T09:51:00+08:00","C.FH.22","South-west","Fished",44.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH24",-33.66868897,114.8438721,"2020-10-12T07:55:00+08:00","C.FH.1","South-west","Fished",47.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH25",-33.87868897,114.8163721,"2020-10-13T07:34:00+08:00","C.FH.16","South-west","Fished",45.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH26",-33.81118897,114.8288721,"2020-10-12T15:10:00+08:00","C.FH.13","South-west","Fished",44.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH27",-33.83618897,114.8713721,"2020-10-12T15:39:00+08:00","C.FH.14","South-west","Fished",42.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH28",-33.76368897,114.9338721,"2020-10-17T09:24:00+08:00","C.FH.9","South-west","Fished",44.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH30",-33.75118897,114.8888721,"2020-10-17T11:12:00+08:00","C.FH.8","South-west","Fished",46.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH31",-33.67368897,114.8238721,"2020-10-12T08:27:00+08:00","C.FH.2","South-west","Fished",45.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH32",-33.69618897,114.9463721,"2020-10-17T08:50:00+08:00","C.FH.5","South-west","No-take",42.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH33",-33.70868897,114.8263721,"2020-10-12T10:54:00+08:00","C.FH.6","South-west","Fished",42.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH34",-33.78618897,114.8838721,"2020-10-17T11:51:00+08:00","C.FH.11","South-west","Fished",44.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH35",-33.88368897,114.9313721,"2020-10-29T15:09:00+08:00","C.FH.17","South-west","Fished",45.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH37",-33.71118897,114.8138721,"2020-10-12T11:03:00+08:00","C.FH.6","South-west","Fished",44.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH39",-33.90368897,114.9313721,"2020-10-29T14:44:00+08:00","C.FH.18","South-west","Fished",44.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH40",-33.92368897,114.8888721,"2020-10-29T12:40:00+08:00","C.FH.21","South-west","Fished",42.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH41",-33.67118897,114.8388721,"2020-10-12T08:01:00+08:00","C.FH.1","South-west","Fished",44.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH42",-33.88118897,114.8113721,"2020-10-13T07:38:00+08:00","C.FH.16","South-west","Fished",45.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH44",-33.77118897,114.8638721,"2020-10-17T11:28:00+08:00","C.FH.10","South-west","Fished",43.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH45",-33.69368897,114.7988721,"2020-10-12T10:39:00+08:00","C.FH.4","South-west","Fished",47.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH46",-33.76618897,114.9288721,"2020-10-17T09:28:00+08:00","C.FH.9","South-west","Fished",44.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH47",-33.90618897,114.8488721,"2020-10-13T08:09:00+08:00","C.FH.19","South-west","Fished",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH48",-33.79618897,114.8138721,"2020-10-12T13:23:00+08:00","C.FH.12","South-west","Fished",48.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH49",-33.92118897,114.9163721,"2020-10-29T13:00:00+08:00","C.FH.20","South-west","Fished",43.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH5",-33.69368897,114.9413721,"2020-10-17T08:46:00+08:00","C.FH.5","South-west","No-take",44.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH50",-33.68118897,114.9313721,"2020-10-17T06:51:00+08:00","C.FH.3","South-west","No-take",44.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH51",-33.90618897,114.8538721,"2020-10-13T08:06:00+08:00","C.FH.19","South-west","Fished",43,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH52",-33.99118897,114.8888721,"2020-10-13T12:36:00+08:00","C.FH.24","South-west","Fished",42.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH54",-33.76618897,114.9388721,"2020-10-17T09:20:00+08:00","C.FH.9","South-west","Fished",43.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH55",-33.92368897,114.9088721,"2020-10-29T12:52:00+08:00","C.FH.20","South-west","Fished",44.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH56",-33.83118897,114.8663721,"2020-10-12T15:31:00+08:00","C.FH.14","South-west","Fished",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH57",-33.78868897,114.8113721,"2020-10-12T13:12:00+08:00","C.FH.12","South-west","Fished",45.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH58",-33.66368897,114.8413721,"2020-10-12T07:47:00+08:00","C.FH.1","South-west","Fished",45.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH59",-33.66868897,114.8188721,"2020-10-12T08:32:00+08:00","C.FH.2","South-west","Fished",44.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH6",-33.70618897,114.8213721,"2020-10-12T10:50:00+08:00","C.FH.6","South-west","Fished",46,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH60",-33.81618897,114.8213721,"2020-10-12T15:14:00+08:00","C.FH.13","South-west","Fished",44.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH61",-33.84118897,114.8638721,"2020-10-12T15:43:00+08:00","C.FH.14","South-west","Fished",43.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH62",-33.75618897,114.8813721,"2020-10-17T11:17:00+08:00","C.FH.8","South-west","Fished",45.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH63",-33.67868897,114.8163721,"2020-10-12T08:20:00+08:00","C.FH.2","South-west","Fished",46.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH64",-33.70118897,114.9388721,"2020-10-17T08:56:00+08:00","C.FH.5","South-west","No-take",44.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH65",-33.71368897,114.8188721,"2020-10-12T10:59:00+08:00","C.FH.6","South-west","Fished",45.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH66",-33.90618897,114.9363721,"2020-10-29T14:40:00+08:00","C.FH.18","South-west","Fished",41.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH67",-33.88868897,114.9238721,"2020-10-29T15:00:00+08:00","C.FH.17","South-west","Fished",46.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH68",-33.95118897,114.8288721,"2020-10-13T10:01:00+08:00","C.FH.22","South-west","Fished",44.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH69",-33.69618897,114.8038721,"2020-10-12T10:43:00+08:00","C.FH.4","South-west","Fished",46.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH7",-33.78368897,114.8788721,"2020-10-17T11:45:00+08:00","C.FH.11","South-west","Fished",45,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH70",-33.67368897,114.8463721,"2020-10-12T08:07:00+08:00","C.FH.1","South-west","Fished",48.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH71",-33.88368897,114.8188721,"2020-10-13T07:30:00+08:00","C.FH.16","South-west","Fished",45.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH72",-33.88868897,114.9288721,"2020-10-29T15:06:00+08:00","C.FH.17","South-west","Fished",44.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH74",-33.73118897,114.8063721,"2020-10-12T12:47:00+08:00","C.FH.7","South-west","Fished",44.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH77",-33.99618897,114.8763721,"2020-10-13T12:42:00+08:00","C.FH.24","South-west","Fished",42,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH78",-33.89118897,114.9163721,"2020-10-29T14:56:00+08:00","C.FH.17","South-west","Fished",45.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH79",-33.88618897,114.8088721,"2020-10-13T07:43:00+08:00","C.FH.16","South-west","Fished",44.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH8",-33.72368897,114.8013721,"2020-10-12T12:34:00+08:00","C.FH.7","South-west","Fished",43.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH82",-33.68618897,114.9238721,"2020-10-17T06:46:00+08:00","C.FH.3","South-west","No-take",44.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH83",-33.91118897,114.8463721,"2020-10-13T08:13:00+08:00","C.FH.19","South-west","Fished",40.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH84",-33.73368897,114.7988721,"2020-10-12T12:50:00+08:00","C.FH.7","South-west","Fished",45.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH85",-33.92618897,114.9138721,"2020-10-29T12:55:00+08:00","C.FH.20","South-west","Fished",44.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH87",-33.92868897,114.8938721,"2020-10-29T12:36:00+08:00","C.FH.21","South-west","Fished",43.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH89",-33.68618897,114.8013721,"2020-10-12T10:34:00+08:00","C.FH.4","South-west","Fished",45.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH9",-33.90118897,114.8513721,"2020-10-13T07:58:00+08:00","C.FH.19","South-west","Fished",43.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH92",-33.84368897,114.8713721,"2020-10-12T15:47:00+08:00","C.FH.14","South-west","Fished",44.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH93",-33.77618897,114.8688721,"2020-10-17T11:33:00+08:00","C.FH.10","South-west","Fished",43.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH94",-33.90868897,114.9413721,"2020-10-29T14:36:00+08:00","C.FH.18","South-west","Fished",41.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH95",-33.75868897,114.8913721,"2020-10-17T11:07:00+08:00","C.FH.8","South-west","Fished",46.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH96",-33.81868897,114.8338721,"2020-10-12T15:20:00+08:00","C.FH.13","South-west","Fished",44.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FH99",-33.95368897,114.8363721,"2020-10-13T10:04:00+08:00","C.FH.22","South-west","Fished",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHA",-33.683135,114.937827,"2020-10-17T06:55:00+08:00","C.FH.3","South-west","No-take",44.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHB",-33.681655,114.957127,"2020-10-17T07:02:00+08:00","C.FH.A","South-west","No-take",41.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHC",-33.680718,114.965092,"2020-10-17T07:07:00+08:00","C.FH.A","South-west","No-take",36.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHCO1",-33.669869,114.809825,"2020-10-12T08:38:00+08:00","C.FH.2","South-west","Fished",44.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHCO2",-33.72358,114.813293,"2020-10-12T11:13:00+08:00","C.FH.6","South-west","Fished",42,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHCO3",-33.948622,114.819555,"2020-10-13T09:56:00+08:00","C.FH.22","South-west","Fished",44.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHD",-33.686897,114.958507,"2020-10-17T07:12:00+08:00","C.FH.A","South-west","No-take",39.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","FHE",-33.687267,114.951172,"2020-10-17T07:16:00+08:00","C.FH.A","South-west","No-take",42.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO1",-34.07868897,114.7788721,"2020-10-15T12:07:00+08:00","C.IO.43","South-west","No-take",64.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO100",-34.07618897,114.9088721,"2020-10-29T10:21:00+08:00","C.IO.39","South-west","No-take",43.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO101",-34.07868897,114.8963721,"2020-10-29T10:10:00+08:00","C.IO.39","South-west","No-take",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO102",-34.07118897,114.9113721,"2020-10-29T10:26:00+08:00","C.IO.2","South-west","No-take",45.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO105",-34.06368897,114.6688721,"2020-10-23T09:45:00+08:00","C.IO.30","South-west","No-take",139,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO107",-34.06368897,114.6763721,"2020-10-23T09:50:00+08:00","C.IO.30","South-west","No-take",137,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO108",-34.05118897,114.6688721,"2020-10-23T10:04:00+08:00","C.IO.30","South-west","No-take",138,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO109",-34.05618897,114.6738721,"2020-10-23T09:57:00+08:00","C.IO.30","South-west","No-take",138,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO110",-34.14118897,114.7288721,"2020-10-22T08:00:00+08:00","C.IO.68","South-west","No-take",128,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO113",-34.05868897,114.7388721,"2020-10-23T07:30:00+08:00","C.IO.31","South-west","No-take",111,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO115",-34.05368897,114.7363721,"2020-10-23T07:34:00+08:00","C.IO.31","South-west","No-take",112,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO117",-34.06368897,114.7388721,"2020-10-23T07:25:00+08:00","C.IO.31","South-west","No-take",115,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO119",-34.07618897,114.9038721,"2020-10-29T10:17:00+08:00","C.IO.39","South-west","No-take",43.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO122",-34.11618897,114.8263721,"2020-10-15T12:35:00+08:00","C.IO.59","South-west","No-take",57.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO123",-34.10618897,114.8188721,"2020-10-15T12:42:00+08:00","C.IO.59","South-west","No-take",49.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO125",-34.10868897,114.8263721,"2020-10-15T12:38:00+08:00","C.IO.59","South-west","No-take",55.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO126",-34.11368897,114.8188721,"2020-10-15T12:31:00+08:00","C.IO.59","South-west","No-take",58.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO130",-33.98118897,114.8763721,"2020-10-13T12:24:00+08:00","C.IO.37","South-west","Fished",41.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO132",-33.99118897,114.8713721,"2020-10-13T12:47:00+08:00","C.IO.37","South-west","Fished",42.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO133",-33.99118897,114.8663721,"2020-10-13T12:50:00+08:00","C.IO.37","South-west","Fished",40.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO134",-33.98368897,114.8613721,"2020-10-13T12:14:00+08:00","C.IO.37","South-west","Fished",41.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO145",-33.98618897,114.8238721,"2020-10-13T10:24:00+08:00","C.IO.22","South-west","Fished",45.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO146",-33.97618897,114.8213721,"2020-10-13T10:17:00+08:00","C.IO.33","South-west","Fished",45.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO147",-33.98118897,114.8313721,"2020-10-13T10:28:00+08:00","C.IO.33","South-west","Fished",44,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO148",-34.01118897,114.5963721,"2020-11-23T10:31:00+08:00","C.IO.46","South-west","Fished",140,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO15",-34.06118897,114.8663721,"2020-10-16T07:59:00+08:00","C.IO.35","South-west","No-take",40.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO152",-33.98118897,114.8688721,"2020-10-13T12:18:00+08:00","C.IO.37","South-west","Fished",41.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO153",-34.04618897,114.8888721,"2020-10-16T07:36:00+08:00","C.IO.65","South-west","Fished",42.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO155",-34.04368897,114.8838721,"2020-10-16T07:42:00+08:00","C.IO.65","South-west","Fished",41.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO157",-33.97118897,114.8238721,"2020-10-13T10:14:00+08:00","C.IO.33","South-west","Fished",45.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO158",-33.98118897,114.8188721,"2020-10-13T10:21:00+08:00","C.IO.33","South-west","Fished",44.6,"Yes","Claude Spencer"
