"campaignid","sample","latitude","longitude","date_time","site","location","status","depth","successful_habitat_forward","observer_habitat_forward"
"2020-10_south-west_stereo-BRUVs","IO16",-34.07368897,114.8688721,"2020-10-16T09:43:00+08:00","C.IO.35","South-west","No-take",41.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO164",-34.03368897,114.9038721,"2020-10-16T07:14:00+08:00","C.IO.62","South-west","Fished",44.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO165",-34.04368897,114.8988721,"2020-10-16T07:23:00+08:00","C.IO.62","South-west","Fished",42.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO17",-34.06368897,114.8763721,"2020-10-16T08:07:00+08:00","C.IO.35","South-west","No-take",41.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO180",-33.99618897,114.7038721,"2020-11-23T12:36:00+08:00","C.IO.41","South-west","Fished",122,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO184",-34.04118897,114.9038721,"2020-10-16T07:19:00+08:00","C.IO.62","South-west","Fished",45.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO189",-33.98868897,114.6638721,"2020-10-23T12:31:00+08:00","C.IO.40","South-west","Fished",139,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO191",-33.99868897,114.6713721,"2020-10-23T12:20:00+08:00","C.IO.40","South-west","Fished",137,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO192",-33.98618897,114.6688721,"2020-10-23T12:36:00+08:00","C.IO.40","South-west","Fished",138,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO194",-33.99618897,114.6638721,"2020-10-23T12:24:00+08:00","C.IO.40","South-west","Fished",139,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO195",-34.09368897,114.8588721,"2020-10-16T09:57:00+08:00","C.IO.6","South-west","No-take",43.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO199",-34.08618897,114.8613721,"2020-10-16T09:51:00+08:00","C.IO.6","South-west","No-take",42.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO201",-34.05618897,114.8338721,"2020-10-15T14:46:00+08:00","C.IO.5","South-west","No-take",45.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO204",-34.06618897,114.7863721,"2020-10-15T10:35:00+08:00","C.IO.7","South-west","No-take",61.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO206",-34.06368897,114.7913721,"2020-10-15T10:28:00+08:00","C.IO.7","South-west","No-take",58.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO207",-34.06118897,114.7863721,"2020-10-15T10:23:00+08:00","C.IO.7","South-west","No-take",60.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO210",-34.09118897,114.8738721,"2020-10-16T10:09:00+08:00","C.IO.6","South-west","No-take",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO211",-34.05618897,114.9063721,"2020-10-29T10:42:00+08:00","C.IO.3","South-west","No-take",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IOC06",-34.048689,114.876372,"2020-10-16T07:48:00+08:00","C.IO.65","South-west","Fished",41.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO216",-34.06118897,114.9163721,"2020-10-29T10:33:00+08:00","C.IO.3","South-west","No-take",47.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO217",-34.06618897,114.9188721,"2020-10-16T12:43:00+08:00","C.IO.2","South-west","No-take",47.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO218",-34.07368897,114.9213721,"2020-10-16T12:28:00+08:00","C.IO.2","South-west","No-take",46.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO220",-34.05618897,114.8438721,"2020-10-15T14:39:00+08:00","C.IO.5","South-west","No-take",43.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO222",-34.06618897,114.8313721,"2020-10-15T14:54:00+08:00","C.IO.4","South-west","No-take",45,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO223",-34.07118897,114.8463721,"2020-10-15T14:25:00+08:00","C.IO.4","South-west","No-take",42.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO224",-34.06118897,114.8388721,"2020-10-15T14:35:00+08:00","C.IO.4","South-west","No-take",43.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO225",-34.07118897,114.8338721,"2020-10-15T14:20:00+08:00","C.IO.4","South-west","No-take",44.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO226",-34.06368897,114.8438721,"2020-10-15T14:32:00+08:00","C.IO.4","South-west","No-take",42.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO227",-33.99868897,114.7838721,"2020-10-19T06:37:00+08:00","C.IO.42","South-west","Fished",52.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO228",-34.00368897,114.7938721,"2020-10-19T06:46:00+08:00","C.IO.42","South-west","Fished",50.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO229",-33.99368897,114.7863721,"2020-10-19T06:31:00+08:00","C.IO.42","South-west","Fished",53,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO235",-34.06618897,114.9138721,"2020-10-16T12:49:00+08:00","C.IO.2","South-west","No-take",46.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO236",-34.08118897,114.9238721,"2020-10-16T12:22:00+08:00","C.IO.1","South-west","No-take",46.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO237",-34.08118897,114.9363721,"2020-10-16T12:15:00+08:00","C.IO.1","South-west","No-take",43.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO239",-34.09118897,114.9313721,"2020-10-16T12:05:00+08:00","C.IO.1","South-west","No-take",45.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO241",-33.99368897,114.7913721,"2020-10-19T06:26:00+08:00","C.IO.42","South-west","Fished",50.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO244",-34.00368897,114.9063721,"2020-10-19T11:35:00+08:00","C.IO.47","South-west","Fished",44.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO245",-34.00868897,114.9013721,"2020-10-19T11:30:00+08:00","C.IO.47","South-west","Fished",42.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO253",-34.01368897,114.7038721,"2020-11-23T12:15:00+08:00","C.IO.49","South-west","Fished",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO254",-34.01868897,114.6963721,"2020-11-23T12:10:00+08:00","C.IO.49","South-west","Fished",119,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO258",-33.96618897,114.9138721,"2020-10-19T12:05:00+08:00","C.IO.20","South-west","Fished",45.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO259",-33.96868897,114.9213721,"2020-10-19T12:00:00+08:00","C.IO.20","South-west","Fished",46.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO260",-33.97118897,114.9163721,"2020-10-19T11:55:00+08:00","C.IO.20","South-west","Fished",46.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO261",-33.97618897,114.9213721,"2020-10-19T11:46:00+08:00","C.IO.20","South-west","Fished",46.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO262",-34.01368897,114.8738721,"2020-10-19T09:46:00+08:00","C.IO.19","South-west","Fished",41.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO263",-34.00868897,114.8788721,"2020-10-19T09:52:00+08:00","C.IO.19","South-west","Fished",42.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO264",-34.01868897,114.8738721,"2020-10-19T09:31:00+08:00","C.IO.19","South-west","Fished",42,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO266",-34.02118897,114.7588721,"2020-10-15T08:06:00+08:00","C.IO.23","South-west","Fished",67.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO267",-34.02618897,114.7638721,"2020-10-15T08:11:00+08:00","C.IO.23","South-west","Fished",62.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO269",-33.98868897,114.8138721,"2020-10-19T07:18:00+08:00","C.IO.22","South-west","Fished",47.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO272",-34.00868897,114.8138721,"2020-10-19T06:56:00+08:00","C.IO.21","South-west","Fished",49.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO273",-33.99868897,114.8213721,"2020-10-19T07:07:00+08:00","C.IO.22","South-west","Fished",44.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO275",-34.09868897,114.6463721,"2020-11-23T14:38:00+08:00","C.IO.15","South-west","No-take",140,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO276",-34.10118897,114.6363721,"2020-11-23T07:34:00+08:00","C.IO.15","South-west","No-take",140,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO277",-34.10618897,114.6463721,"2020-11-23T07:53:00+08:00","C.IO.15","South-west","No-take",139,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO278",-34.11118897,114.6388721,"2020-11-23T07:45:00+08:00","C.IO.15","South-west","No-take",140,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO280",-34.08868897,114.6738721,"2020-10-23T09:24:00+08:00","C.IO.14","South-west","No-take",139,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO290",-34.06868897,114.7188721,"2020-10-23T07:07:00+08:00","C.IO.13","South-west","No-take",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO291",-34.08368897,114.7488721,"2020-10-22T13:09:00+08:00","C.IO.12","South-west","No-take",109,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO293",-34.08868897,114.7588721,"2020-10-22T12:55:00+08:00","C.IO.12","South-west","No-take",111,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO294",-34.08368897,114.7538721,"2020-10-22T13:04:00+08:00","C.IO.12","South-west","No-take",114,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO295",-34.10368897,114.7538721,"2020-10-22T12:25:00+08:00","C.IO.11","South-west","No-take",109,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO297",-34.10618897,114.7488721,"2020-10-22T12:21:00+08:00","C.IO.11","South-west","No-take",114,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO298",-34.07618897,114.6713721,"2020-10-23T09:39:00+08:00","C.IO.14","South-west","No-take",138,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO299",-34.08118897,114.6763721,"2020-10-23T09:32:00+08:00","C.IO.14","South-west","No-take",139,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO3",-34.07618897,114.7838721,"2020-10-15T12:03:00+08:00","C.IO.43","South-west","No-take",62,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO300",-34.08618897,114.6688721,"2020-11-23T07:18:00+08:00","C.IO.14","South-west","No-take",138,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO302",-34.07118897,114.7238721,"2020-10-23T07:13:00+08:00","C.IO.13","South-west","No-take",122,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO306",-34.10118897,114.7338721,"2020-10-22T10:29:00+08:00","C.IO.10","South-west","No-take",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO307",-34.11868897,114.7263721,"2020-10-22T09:56:00+08:00","C.IO.9","South-west","No-take",128,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO308",-34.11118897,114.7288721,"2020-10-22T10:06:00+08:00","C.IO.9","South-west","No-take",126,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO310",-34.05868897,114.7738721,"2020-10-15T10:06:00+08:00","C.IO.8","South-west","No-take",64.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO311",-34.05618897,114.7688721,"2020-10-15T10:03:00+08:00","C.IO.8","South-west","No-take",66.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO312",-34.05868897,114.7788721,"2020-10-15T10:17:00+08:00","C.IO.8","South-west","No-take",61.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO313",-34.09618897,114.7563721,"2020-10-22T12:47:00+08:00","C.IO.11","South-west","No-take",108,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO319",-34.09368897,114.7313721,"2020-10-22T10:37:00+08:00","C.IO.10","South-west","No-take",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO323",-34.03103333,114.6001,"2020-11-23T09:48:00+08:00","C.IO.27","South-west","Fished",141,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO324",-34.00006,114.639778,"2020-10-23T11:59:00+08:00","C.IO.26","South-west","Fished",141,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO325",-33.991557,114.743378,"2020-10-15T07:44:00+08:00","C.IO.25","South-west","Fished",85,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO326",-34.00425,114.6892833,"2020-11-23T12:26:00+08:00","C.IO.24","South-west","Fished",121,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO327",-34.02946667,114.7623833,"2020-10-15T08:17:00+08:00","C.IO.23","South-west","Fished",65.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO328",-33.99356667,114.8213667,"2020-10-19T07:13:00+08:00","C.IO.22","South-west","Fished",43.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO329",-34.06481667,114.7266333,"2020-10-23T07:18:00+08:00","C.IO.13","South-west","No-take",121,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO330",-34.08833333,114.7545,"2020-10-22T13:00:00+08:00","C.IO.12","South-west","No-take",116,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO331",-34.0984,114.75005,"2020-10-22T12:30:00+08:00","C.IO.11","South-west","No-take",112,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO332",-34.09718333,114.7344833,"2020-10-22T10:33:00+08:00","C.IO.10","South-west","No-take",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO333",-34.11301667,114.7251333,"2020-10-22T10:01:00+08:00","C.IO.9","South-west","No-take",127,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO334",-34.06155,114.7753667,"2020-10-15T10:11:00+08:00","C.IO.8","South-west","No-take",64,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO335",-34.06686667,114.7939833,"2020-10-15T10:31:00+08:00","C.IO.7","South-west","No-take",58,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO336",-34.0924,114.8663667,"2020-10-16T10:03:00+08:00","C.IO.6","South-west","No-take",43.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO337",-34.00536667,114.8202333,"2020-10-19T07:02:00+08:00","C.IO.21","South-west","Fished",43,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO338",-33.97231667,114.92245,"2020-10-19T11:50:00+08:00","C.IO.20","South-west","Fished",46,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO339",-34.01461667,114.8785,"2020-10-19T09:41:00+08:00","C.IO.19","South-west","Fished",41.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO34",-34.06118897,114.8713721,"2020-10-16T08:02:00+08:00","C.IO.35","South-west","No-take",41.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO343",-34.10261667,114.6407167,"2020-11-23T07:38:00+08:00","C.IO.15","South-west","No-take",140,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO344",-34.0844,114.6744,"2020-10-23T09:28:00+08:00","C.IO.14","South-west","No-take",138,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO349",-34.02368897,114.5963721,"2020-11-23T10:03:00+08:00","C.IO.27","South-west","Fished",133,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO350",-34.02618897,114.6038721,"2020-11-23T09:56:00+08:00","C.IO.27","South-west","Fished",135,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO351",-34.03118897,114.5963721,"2020-11-23T10:13:00+08:00","C.IO.27","South-west","Fished",142,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO352",-34.03618897,114.5988721,"2020-11-23T09:43:00+08:00","C.IO.27","South-west","Fished",133,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO353",-34.05436667,114.8390667,"2020-10-15T14:43:00+08:00","C.IO.5","South-west","No-take",44.1,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO354",-34.06605,114.84,"2020-10-15T14:29:00+08:00","C.IO.4","South-west","No-take",45,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO355",-34.05473333,114.9111,"2020-10-29T10:38:00+08:00","C.IO.3","South-west","No-take",45,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO356",-34.06956667,114.9184667,"2020-10-16T12:39:00+08:00","C.IO.2","South-west","No-take",46.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO357",-34.08496667,114.928,"2020-10-16T12:08:00+08:00","C.IO.1","South-west","No-take",45.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO36",-34.10368897,114.7188721,"2020-10-22T10:23:00+08:00","C.IO.55","South-west","No-take",130,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO361",-33.98868897,114.7413721,"2020-10-15T07:35:00+08:00","C.IO.25","South-west","Fished",84.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO363",-33.98618897,114.7513721,"2020-10-15T07:26:00+08:00","C.IO.25","South-west","Fished",66.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO364",-34.00868897,114.6888721,"2020-11-23T12:21:00+08:00","C.IO.24","South-west","Fished",130,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO365",-34.02368897,114.7538721,"2020-10-15T08:23:00+08:00","C.IO.23","South-west","Fished",73.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO369",-34.02868897,114.5913721,"2020-11-23T10:08:00+08:00","C.IO.27","South-west","Fished",133,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO37",-34.10868897,114.7188721,"2020-10-22T10:12:00+08:00","C.IO.55","South-west","No-take",130,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO370",-33.99618897,114.6463721,"2020-10-23T12:10:00+08:00","C.IO.26","South-west","Fished",141,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO372",-34.00618897,114.6438721,"2020-10-23T11:53:00+08:00","C.IO.26","South-west","Fished",140,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO374",-33.98618897,114.7463721,"2020-10-15T07:31:00+08:00","C.IO.25","South-west","Fished",72.9,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO377",-34.13868897,114.7588721,"2020-10-22T07:40:00+08:00","C.IO.69","South-west","No-take",113,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO378",-33.99368897,114.6388721,"2020-10-23T12:04:00+08:00","C.IO.26","South-west","Fished",141,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO379",-34.08368897,114.6813721,"2020-11-23T06:58:00+08:00","C.IO.14","South-west","No-take",138,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO4",-34.09118897,114.7813721,"2020-10-15T12:17:00+08:00","C.IO.43","South-west","No-take",65.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO40",-34.10368897,114.7138721,"2020-10-22T10:17:00+08:00","C.IO.55","South-west","No-take",131,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO46",-34.06868897,114.7113721,"2020-10-23T06:44:00+08:00","C.IO.34","South-west","No-take",129,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO47",-34.06368897,114.7113721,"2020-10-23T06:53:00+08:00","C.IO.34","South-west","No-take",127,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO49",-34.06118897,114.7063721,"2020-10-23T06:59:00+08:00","C.IO.34","South-west","No-take",129,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO5",-34.08868897,114.7763721,"2020-10-15T12:12:00+08:00","C.IO.43","South-west","No-take",66.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO58",-34.13618897,114.7738721,"2020-10-22T07:21:00+08:00","C.IO.69","South-west","No-take",92.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO59",-34.14118897,114.7663721,"2020-10-22T07:33:00+08:00","C.IO.69","South-west","No-take",109,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO62",-34.13368897,114.7663721,"2020-10-22T07:45:00+08:00","C.IO.69","South-west","No-take",105,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO64",-34.01368897,114.8963721,"2020-10-19T11:26:00+08:00","C.IO.47","South-west","Fished",43.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO65",-34.01118897,114.8888721,"2020-10-19T11:20:00+08:00","C.IO.53","South-west","Fished",43,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO66",-34.01618897,114.8813721,"2020-10-19T09:36:00+08:00","C.IO.19","South-west","Fished",42.8,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO71",-34.00368897,114.6988721,"2020-11-23T12:31:00+08:00","C.IO.41","South-west","Fished",121,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO72",-34.03618897,114.8463721,"2020-10-19T09:05:00+08:00","C.IO.60","South-west","Fished",43.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO73",-34.02868897,114.8588721,"2020-10-19T09:22:00+08:00","C.IO.60","South-west","Fished",40.4,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO74",-34.02868897,114.8513721,"2020-10-19T09:14:00+08:00","C.IO.60","South-west","Fished",42.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO75",-34.03368897,114.8538721,"2020-10-19T09:10:00+08:00","C.IO.60","South-west","Fished",42.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO80",-34.09368897,114.8888721,"2020-10-16T10:30:00+08:00","C.IO.52","South-west","No-take",41.6,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO81",-34.09868897,114.8913721,"2020-10-16T10:20:00+08:00","C.IO.52","South-west","No-take",42,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO91",-34.09368897,114.8938721,"2020-10-16T10:25:00+08:00","C.IO.52","South-west","No-take",43.5,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO92",-34.09868897,114.8863721,"2020-10-16T10:16:00+08:00","C.IO.52","South-west","No-take",42.3,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO95",-34.12618897,114.7338721,"2020-10-22T08:21:00+08:00","C.IO.68","South-west","No-take",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO96",-34.13618897,114.7363721,"2020-10-22T08:06:00+08:00","C.IO.68","South-west","No-take",127,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO98",-34.13368897,114.7313721,"2020-10-22T08:13:00+08:00","C.IO.68","South-west","No-take",128,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IOC04",-34.08755,114.749265,"2020-10-22T13:16:00+08:00","C.IO.12","South-west","No-take",109,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IOC05",-34.05394,114.899843,"2020-10-29T10:46:00+08:00","C.IO.3","South-west","No-take",43.2,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IO215",-34.06868897,114.9263721,"2020-10-16T12:34:00+08:00","C.IO.2","South-west","No-take",46.7,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IOCP11-1",-33.992845,114.696642,"2020-11-23T12:39:00+08:00","C.IO.41","South-west","Fished",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IOCP11-2",-33.974332,114.692773,"2020-11-23T12:47:00+08:00","C.IO.41","South-west","Fished",124,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IOCP2311",-34.01858,114.601465,"2020-11-23T10:19:00+08:00","C.IO.46","South-west","Fished",142,"Yes","Claude Spencer"
"2020-10_south-west_stereo-BRUVs","IOREDO344",-34.0844,114.6744,"2020-11-23T07:12:00+08:00","C.IO.14","South-west","No-take",138,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH92",-33.8437,114.8714,"2020-10-20T08:34:48+08:00","BOSS1",NA,"Fished",44.1,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH61",-33.8412,114.8639,"2020-10-20T09:06:40+08:00","BOSS2",NA,"Fished",NA,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH27",-33.8362,114.8714,"2020-10-20T09:32:24+08:00","BOSS3",NA,"Fished",42.8,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH17",-33.8337,114.8764,"2020-10-20T09:46:43+08:00","BOSS4",NA,"Fished",NA,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH56",-33.8312,114.8664,"2020-10-20T10:00:37+08:00","BOSS5",NA,"Fished",41.9,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH96",-33.8187,114.8339,"2020-10-20T10:40:01+08:00","BOSS6",NA,"Fished",NA,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH60",-33.8162,114.8214,"2020-10-20T10:54:30+08:00","BOSS7",NA,"Fished",44.4,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH26",-33.8112,114.8289,"2020-10-20T11:05:07+08:00","BOSS8",NA,"Fished",43.9,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH110",-33.8087,114.8214,"2020-10-20T11:17:02+08:00","BOSS9",NA,"Fished",44.9,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH48",-33.7962,114.8139,"2020-10-20T11:30:39+08:00","BOSS10",NA,"Fished",45,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH21",-33.7937,114.8089,"2020-10-20T11:41:29+08:00","BOSS11",NA,"Fished",46.3,"Yes","Claude Spencer"
"2020-10_south-west_BOSS","FH18",-33.7912,114.8214,"2020-10-20T11:55:54+08:00","BOSS12",NA,"Fished",45.1,"Yes","Claude Spencer"
